show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,popularity_score
s132,Movie,Show Title 132,Director 32,"Actor 0, Actor 1, Actor 2",India,"January 12, 2019",2018,PG-13,133 min,"Comedy, Documentary",A generic description of the show content.,92.4
s133,Movie,Show Title 133,Director 33,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 20, 2021",2021,PG-13,147 min,"Action, Drama, Comedy",A generic description of the show content.,100.0
s134,Movie,Show Title 134,Director 34,"Actor 0, Actor 1, Actor 2",South Korea,"January 1, 1999",1998,R,177 min,"Action, Sci-Fi",A generic description of the show content.,68.8
s135,Movie,Show Title 135,Director 35,"Actor 0, Actor 1, Actor 2",United States,"January 13, 2006",2004,PG-13,144 min,"Sci-Fi, Romance, Action",A generic description of the show content.,100.0
s136,Movie,Show Title 136,Director 36,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 10, 1994",1994,R,120 min,"Thriller, Documentary, Sci-Fi",A generic description of the show content.,69.2
s137,Movie,Show Title 137,Director 37,"Actor 0, Actor 1, Actor 2",United States,"January 8, 2020",2019,TV-PG,168 min,"Drama, Thriller",A generic description of the show content.,100.0
s138,Movie,Show Title 138,Director 38,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 3, 2011",2009,PG-13,175 min,"Comedy, Action",A generic description of the show content.,100.0
s139,Movie,Show Title 139,Director 39,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 4, 2012",2012,TV-14,124 min,"Sci-Fi, Romance, Comedy",A generic description of the show content.,85.7
s140,Movie,Show Title 140,Director 40,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United Kingdom,"January 22, 1996",1994,TV-PG,102 min,"Thriller, Sci-Fi, Documentary",A generic description of the show content.,81.3
s141,Movie,Show Title 141,Director 41,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",South Korea,"January 21, 2011",2010,TV-14,99 min,"Drama, Thriller",A generic description of the show content.,100.0
s142,Movie,Show Title 142,Director 42,"Actor 0, Actor 1",United States,"January 12, 1995",1994,PG-13,119 min,"Thriller, Drama",A generic description of the show content.,53.9
s143,Movie,Show Title 143,Director 43,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",South Korea,"January 26, 1997",1995,PG-13,158 min,"Documentary, Thriller, Romance",A generic description of the show content.,84.3
s144,Movie,Show Title 144,Director 44,"Actor 0, Actor 1",Japan,"January 15, 2002",2002,TV-14,121 min,"Thriller, Documentary, Comedy",A generic description of the show content.,79.6
s145,TV Show,Show Title 145,Director 45,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 15, 2003",2001,TV-PG,1 Season,Romance,A generic description of the show content.,97.3
s146,Movie,Show Title 146,Director 46,"Actor 0, Actor 1",United States,"January 26, 2010",2008,TV-14,129 min,"Sci-Fi, Action",A generic description of the show content.,78.6
s147,Movie,Show Title 147,Director 47,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 11, 2014",2014,TV-PG,116 min,"Romance, Sci-Fi",A generic description of the show content.,85.8
s148,Movie,Show Title 148,Director 48,"Actor 0, Actor 1, Actor 2",South Korea,"January 10, 2011",2009,R,163 min,"Romance, Thriller, Comedy",A generic description of the show content.,94.7
s149,Movie,Show Title 149,Director 49,"Actor 0, Actor 1, Actor 2",United States,"January 21, 2000",1998,R,165 min,"Sci-Fi, Romance, Documentary",A generic description of the show content.,76.0
s150,Movie,Show Title 150,Director 50,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 7, 2009",2009,TV-MA,103 min,Action,A generic description of the show content.,100.0
s151,Movie,Show Title 151,Director 51,"Actor 0, Actor 1",United States,"January 22, 1997",1996,TV-PG,144 min,"Sci-Fi, Romance, Documentary",A generic description of the show content.,71.5
s152,Movie,Show Title 152,Director 52,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 2, 2001",2000,TV-14,103 min,"Sci-Fi, Documentary, Comedy",A generic description of the show content.,81.2
s153,Movie,Show Title 153,Director 53,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 8, 2020",2018,TV-MA,158 min,"Sci-Fi, Romance",A generic description of the show content.,100.0
s154,Movie,Show Title 154,Director 54,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",Japan,"January 15, 2021",2020,R,104 min,"Romance, Documentary",A generic description of the show content.,100.0
s155,Movie,Show Title 155,Director 55,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 28, 2001",2000,TV-PG,105 min,"Comedy, Action, Drama",A generic description of the show content.,85.9
s156,TV Show,Show Title 156,Director 56,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United Kingdom,"January 15, 2025",2023,TV-MA,2 Season,"Drama, Comedy",A generic description of the show content.,100.0
s157,TV Show,Show Title 157,Director 57,"Actor 0, Actor 1",United States,"January 13, 2006",2004,TV-14,8 Season,"Drama, Thriller",A generic description of the show content.,89.7
s158,Movie,Show Title 158,Director 58,"Actor 0, Actor 1, Actor 2",South Korea,"January 27, 2015",2013,TV-14,108 min,Action,A generic description of the show content.,88.6
s159,TV Show,Show Title 159,Director 59,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 20, 2008",2008,PG-13,8 Season,"Sci-Fi, Comedy, Thriller",A generic description of the show content.,100.0
s160,Movie,Show Title 160,Director 60,"Actor 0, Actor 1, Actor 2",United States,"January 25, 2000",1999,TV-MA,150 min,"Documentary, Sci-Fi, Thriller",A generic description of the show content.,64.8
s161,Movie,Show Title 161,Director 61,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 20, 2018",2016,PG-13,161 min,"Thriller, Drama, Romance",A generic description of the show content.,100.0
s162,Movie,Show Title 162,Director 62,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",India,"January 8, 2001",1999,R,117 min,"Drama, Documentary",A generic description of the show content.,99.1
s163,Movie,Show Title 163,Director 63,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 17, 2025",2023,TV-PG,126 min,Documentary,A generic description of the show content.,100.0
s164,Movie,Show Title 164,Director 64,"Actor 0, Actor 1",Japan,"January 12, 1992",1992,TV-14,161 min,"Action, Sci-Fi",A generic description of the show content.,76.6
s165,Movie,Show Title 165,Director 65,"Actor 0, Actor 1",United Kingdom,"January 12, 1998",1996,TV-14,178 min,"Romance, Action, Comedy",A generic description of the show content.,77.1
s166,TV Show,Show Title 166,Director 66,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 2, 2020",2019,TV-MA,8 Season,"Comedy, Sci-Fi, Drama",A generic description of the show content.,100.0
s167,Movie,Show Title 167,Director 67,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 16, 1993",1992,PG-13,120 min,"Documentary, Thriller",A generic description of the show content.,97.0
s168,TV Show,Show Title 168,Director 68,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6",United States,"January 14, 2013",2012,R,1 Season,"Action, Sci-Fi, Drama",A generic description of the show content.,100.0
s169,TV Show,Show Title 169,Director 69,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 26, 2001",2001,R,8 Season,"Thriller, Action, Documentary",A generic description of the show content.,81.0
s170,Movie,Show Title 170,Director 70,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 11, 2003",2001,TV-14,149 min,"Action, Drama",A generic description of the show content.,73.6
s171,Movie,Show Title 171,Director 71,"Actor 0, Actor 1",United Kingdom,"January 24, 2018",2017,TV-PG,101 min,"Thriller, Action, Sci-Fi",A generic description of the show content.,96.3
s172,TV Show,Show Title 172,Director 72,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 26, 1995",1993,TV-MA,2 Season,"Romance, Thriller, Action",A generic description of the show content.,83.7
s173,TV Show,Show Title 173,Director 73,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 25, 2020",2018,TV-14,1 Season,Drama,A generic description of the show content.,100.0
s174,Movie,Show Title 174,Director 74,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",South Korea,"January 12, 1993",1992,R,157 min,Romance,A generic description of the show content.,78.8
s175,TV Show,Show Title 175,Director 75,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",India,"January 8, 2023",2023,PG-13,6 Season,"Action, Romance",A generic description of the show content.,100.0
s176,TV Show,Show Title 176,Director 76,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",India,"January 23, 2015",2014,TV-MA,9 Season,Action,A generic description of the show content.,100.0
s177,TV Show,Show Title 177,Director 77,"Actor 0, Actor 1, Actor 2",United States,"January 15, 2021",2021,R,4 Season,Comedy,A generic description of the show content.,100.0
s178,TV Show,Show Title 178,Director 78,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Japan,"January 10, 2010",2010,TV-MA,6 Season,"Drama, Documentary, Romance",A generic description of the show content.,99.4
s179,TV Show,Show Title 179,Director 79,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 1, 1998",1997,TV-PG,4 Season,Comedy,A generic description of the show content.,100.0
s180,Movie,Show Title 180,Director 80,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",India,"January 13, 2000",1998,R,158 min,Drama,A generic description of the show content.,90.3
s181,Movie,Show Title 181,Director 81,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United Kingdom,"January 15, 1996",1994,TV-PG,96 min,"Romance, Drama",A generic description of the show content.,75.4
s182,Movie,Show Title 182,Director 82,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",Japan,"January 28, 2001",2001,PG-13,178 min,Thriller,A generic description of the show content.,80.8
s183,Movie,Show Title 183,Director 83,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",United States,"January 28, 2000",2000,TV-14,121 min,"Comedy, Action, Documentary",A generic description of the show content.,91.8
s184,Movie,Show Title 184,Director 84,"Actor 0, Actor 1, Actor 2",South Korea,"January 17, 2009",2007,TV-MA,96 min,"Action, Documentary, Romance",A generic description of the show content.,89.3
s185,Movie,Show Title 185,Director 85,"Actor 0, Actor 1",India,"January 27, 2000",2000,PG-13,164 min,"Romance, Documentary, Action",A generic description of the show content.,86.1
s186,Movie,Show Title 186,Director 86,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 20, 2008",2006,PG-13,163 min,Sci-Fi,A generic description of the show content.,99.7
s187,Movie,Show Title 187,Director 87,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",United Kingdom,"January 10, 2009",2008,PG-13,162 min,"Thriller, Comedy",A generic description of the show content.,97.3
s188,Movie,Show Title 188,Director 88,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 11, 2018",2016,TV-14,141 min,"Comedy, Action",A generic description of the show content.,98.5
s189,TV Show,Show Title 189,Director 89,"Actor 0, Actor 1, Actor 2",Japan,"January 11, 2015",2015,R,3 Season,"Documentary, Sci-Fi",A generic description of the show content.,83.4
s190,Movie,Show Title 190,Director 90,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7",India,"January 28, 2001",1999,R,92 min,Action,A generic description of the show content.,85.0
s191,Movie,Show Title 191,Director 91,"Actor 0, Actor 1, Actor 2, Actor 3",Japan,"January 16, 2002",2000,R,121 min,"Romance, Action, Comedy",A generic description of the show content.,91.6
s192,Movie,Show Title 192,Director 92,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United States,"January 7, 1993",1991,TV-14,91 min,"Documentary, Thriller",A generic description of the show content.,68.6
s193,Movie,Show Title 193,Director 93,"Actor 0, Actor 1, Actor 2, Actor 3",United States,"January 9, 2022",2020,TV-14,116 min,"Drama, Sci-Fi, Thriller",A generic description of the show content.,100.0
s194,TV Show,Show Title 194,Director 94,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 10, 2015",2015,R,1 Season,"Documentary, Comedy, Action",A generic description of the show content.,100.0
s195,Movie,Show Title 195,Director 95,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 13, 2008",2007,TV-14,159 min,"Documentary, Drama, Comedy",A generic description of the show content.,95.4
s196,Movie,Show Title 196,Director 96,"Actor 0, Actor 1",United States,"January 2, 1999",1999,TV-MA,105 min,"Documentary, Thriller, Sci-Fi",A generic description of the show content.,63.7
s197,TV Show,Show Title 197,Director 97,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",Japan,"January 5, 2024",2023,TV-PG,8 Season,Documentary,A generic description of the show content.,100.0
s198,Movie,Show Title 198,Director 98,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 16, 2011",2009,TV-PG,155 min,"Documentary, Sci-Fi",A generic description of the show content.,100.0
s199,Movie,Show Title 199,Director 99,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Japan,"January 26, 2015",2013,PG-13,122 min,"Drama, Thriller, Documentary",A generic description of the show content.,95.1
s200,Movie,Show Title 200,Director 0,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",United States,"January 6, 2006",2004,TV-PG,172 min,Documentary,A generic description of the show content.,97.6
s201,TV Show,Show Title 201,Director 1,"Actor 0, Actor 1",United States,"January 15, 2006",2005,R,1 Season,"Romance, Drama, Comedy",A generic description of the show content.,92.1
s202,Movie,Show Title 202,Director 2,"Actor 0, Actor 1, Actor 2, Actor 3",United Kingdom,"January 17, 2016",2016,TV-PG,144 min,"Thriller, Romance, Drama",A generic description of the show content.,100.0
s203,Movie,Show Title 203,Director 3,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 11, 2025",2023,TV-14,128 min,"Comedy, Thriller",A generic description of the show content.,100.0
s204,Movie,Show Title 204,Director 4,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5",Japan,"January 18, 2007",2006,TV-MA,158 min,"Comedy, Sci-Fi",A generic description of the show content.,77.2
s205,TV Show,Show Title 205,Director 5,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",South Korea,"January 12, 2010",2008,TV-14,4 Season,"Romance, Thriller, Action",A generic description of the show content.,95.6
s206,Movie,Show Title 206,Director 6,"Actor 0, Actor 1, Actor 2, Actor 3",India,"January 10, 2024",2024,TV-14,128 min,"Sci-Fi, Action",A generic description of the show content.,100.0
s207,TV Show,Show Title 207,Director 7,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United States,"January 9, 2020",2018,TV-14,5 Season,"Thriller, Comedy, Romance",A generic description of the show content.,100.0
s208,Movie,Show Title 208,Director 8,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",United Kingdom,"January 8, 2007",2005,TV-MA,111 min,Romance,A generic description of the show content.,100.0
s209,Movie,Show Title 209,Director 9,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8, Actor 9",India,"January 6, 2021",2020,R,92 min,"Sci-Fi, Comedy, Drama",A generic description of the show content.,100.0
s210,Movie,Show Title 210,Director 10,"Actor 0, Actor 1, Actor 2",United States,"January 21, 2010",2008,TV-MA,121 min,"Romance, Drama",A generic description of the show content.,98.7
s211,Movie,Show Title 211,Director 11,"Actor 0, Actor 1",United Kingdom,"January 27, 1993",1992,R,102 min,"Sci-Fi, Comedy",A generic description of the show content.,73.4
s212,Movie,Show Title 212,Director 12,"Actor 0, Actor 1, Actor 2",United Kingdom,"January 11, 2009",2008,R,84 min,Action,A generic description of the show content.,100.0
s213,TV Show,Show Title 213,Director 13,"Actor 0, Actor 1, Actor 2",India,"January 11, 2021",2021,R,3 Season,"Thriller, Action, Comedy",A generic description of the show content.,100.0
s214,Movie,Show Title 214,Director 14,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4",United Kingdom,"January 6, 1992",1990,R,174 min,"Sci-Fi, Action",A generic description of the show content.,66.8
s215,TV Show,Show Title 215,Director 15,"Actor 0, Actor 1, Actor 2, Actor 3, Actor 4, Actor 5, Actor 6, Actor 7, Actor 8",India,"January 11, 1995",1995,PG-13,7 Season,"Drama, Comedy, Romance",A generic description of the show content.,93.1
